midi_file,split,composer
"Teilman, Christian, Le Jeu des Vagues, Op.85, peKgR1u7Msc.mid",train,"Teilman, Christian"
"Teilman, Christian, Drömmeri, KBsTiJZHMbs.mid",train,"Teilman, Christian"
"Teilman, Christian, Slåtten tel han Halvor Spelleman, 7iKid9ixYrY.mid",train,"Teilman, Christian"
"Teilman, Christian, Strømnes Marschen, ASeSwKDEgr0.mid",train,"Teilman, Christian"
"Teilman, Christian, Elegie, cz0gyZgBHtk.mid",train,"Teilman, Christian"
"Teilman, Christian, Nocturne in F minor, 4pXebVnvMe8.mid",train,"Teilman, Christian"
"Teilman, Christian, Kveldsöve, m3fDBVRxI3o.mid",train,"Teilman, Christian"
"Teilman, Christian, Fra Holbergs Tid, Op.96, lD0sfURrFqs.mid",train,"Teilman, Christian"
"Teilman, Christian, Fjeldslåt, Op.154, tkNhzxV3gqg.mid",train,"Teilman, Christian"
"Teilman, Christian, Mazurka nationale, 2E9gw4u0Qto.mid",train,"Teilman, Christian"
"Teilman, Christian, Synnøves Brudeslaat, Op.130, tKA_1VKO7To.mid",train,"Teilman, Christian"
"Teilman, Christian, Souvenir de Wieniawski, Op.167, 2E9gw4u0Qto.mid",train,"Teilman, Christian"
"Teilman, Christian, Festmarsch, oljtzj1YMHU.mid",train,"Teilman, Christian"
"Teilman, Christian, Nocturne in G major, 0m3obCB2szk.mid",train,"Teilman, Christian"
"Teilman, Christian, Vemod, SntSCX_RaQU.mid",train,"Teilman, Christian"
"Teilman, Christian, Kværnkallen, r1FwqIM0zqE.mid",train,"Teilman, Christian"
"Tinel, Jef, Dorpskermis, ax7xG542MEU.mid",train,"Tinel, Jef"
"Tinel, Jef, Berusting (song), CZI7giuwP3w.mid",train,"Tinel, Jef"
"Tinel, Jef, Vertel m' uit vroeger dagen, b1LweYd5P54.mid",train,"Tinel, Jef"
"Tinel, Jef, Mijn zoete lief herderinneke, 5T7pSIlqP6o.mid",train,"Tinel, Jef"
"Tinel, Jef, Herfst - weemoed, r78zw4KWiBY.mid",train,"Tinel, Jef"
"Tinel, Jef, 3 Piano Pieces, QKI9YdqRMfw.mid",train,"Tinel, Jef"
"Tinel, Jef, Als de zonne daalt, 7vZSaw_sO2Y.mid",train,"Tinel, Jef"
"Tinel, Jef, De kerels, -MfHhG5p40E.mid",train,"Tinel, Jef"
"Tinel, Jef, Wiegelied voor piano, LYItnr0vWDI.mid",train,"Tinel, Jef"
"Tinel, Jef, Elfendans, T1zxtTrqCUI.mid",train,"Tinel, Jef"
"Tinel, Jef, Orkest-suite, u2Lzg-K8VUg.mid",train,"Tinel, Jef"
"Tinel, Jef, Lentelied, 31xKrTvzWKI.mid",train,"Tinel, Jef"
"Tinel, Jef, Het angelus, gLqDkpTGnH8.mid",train,"Tinel, Jef"
"Tinel, Jef, Berusting, CZI7giuwP3w.mid",train,"Tinel, Jef"
"Tinel, Jef, Le sang versé pour la patrie, E8cqavbnae0.mid",train,"Tinel, Jef"
"Tinel, Jef, Herfst, r78zw4KWiBY.mid",train,"Tinel, Jef"
"Tinel, Jef, De navond komt zoo stille, -XKQwXwpdqU.mid",train,"Tinel, Jef"
"Tinel, Jef, 3 Pianostukjes, QKI9YdqRMfw.mid",train,"Tinel, Jef"
"Tinel, Jef, Droom nu zoet, 3OuafyRArpc.mid",train,"Tinel, Jef"
"Tinel, Jef, Op den elvenheuvel, xXSwCKKlPLU.mid",train,"Tinel, Jef"
"Tinel, Jef, Zondagmorgen, 6OOzolCoqnM.mid",train,"Tinel, Jef"
"Tinel, Jef, Avondvrede, muX4QJzvUdo.mid",train,"Tinel, Jef"
"Tinel, Jef, Mazurka for Piano, avJxOqk20AY.mid",train,"Tinel, Jef"
"Tinel, Jef, De kabouters, FxnXsRu0bKc.mid",train,"Tinel, Jef"
"Tinel, Jef, Ballade for Piano, eKwpjMTpRF4.mid",train,"Tinel, Jef"
"Tinel, Jef, Lentefeest for Piano, mVilzrYyiqk.mid",train,"Tinel, Jef"
"Tinel, Jef, Zoet lief herderinneke, 5T7pSIlqP6o.mid",train,"Tinel, Jef"
"Tinel, Jef, Dansende muggen, i3qF6A-Jpfw.mid",train,"Tinel, Jef"
"Tinel, Jef, Het angelus for Piano, gLqDkpTGnH8.mid",train,"Tinel, Jef"
"Tinel, Jef, De Kerels, -MfHhG5p40E.mid",train,"Tinel, Jef"
"Turina, Joaquín, Por las Calles de Sevilla, Op.96, 09wC9jgmR5c.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Evocaciones, Op.46, K0OBnnwAJbs.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Mallorca, Op.44, KUqvM_9mEzw.mid",train,"Turina, Joaquín"
"Turina, Joaquín, En el Cortijo, Op.92, 4lc937upx3s.mid",train,"Turina, Joaquín"
"Turina, Joaquín, 2 Danzas sobre temas populares españolas, Op.41, yiUZAVmoups.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Bailete, Op.79, ZbxAz8G3zEI.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Verbena madrileña, Op.42, pvRJAuTqLq4.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Jardines de Andalucía, Op.31, Qt3zOv9-VzA.mid",train,"Turina, Joaquín"
"Turina, Joaquín, En la zapatería, Op.71, bqVyKXNg1-c.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Álbum de viaje, Op.15, m0nTnXS4yhw.mid",train,"Turina, Joaquín"
"Turina, Joaquín, El Cristo de la Calavera, Op.30, fr_QZqaOpCI.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Niñerías, Series 2, Op.56, X-hh4MB0xZg.mid",train,"Turina, Joaquín"
"Turina, Joaquín, El Circo, Op.68, UtnKIvFWiuU.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Viaje marítimo, Op.49, 8sq-rKstnAE.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Sonata fantasía, Op.59, OO-AGYLZ23k.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Tarjetas Postales, Op.58, TmheSR-ka2k.mid",train,"Turina, Joaquín"
"Turina, Joaquín, La Leyenda de la Giralda, Op.40, bch8ygIY_Ec.mid",train,"Turina, Joaquín"
"Turina, Joaquín, Jardín de niños, Op.63, eGwI_bs0lYE.mid",train,"Turina, Joaquín"
"Wachs, Paul, Douce gaîté, nrt-XH5xyuU.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse entrainante, 2j8ax92E558.mid",train,"Wachs, Paul"
"Wachs, Paul, Doux aveu, 11bQq6PKOWU.mid",train,"Wachs, Paul"
"Wachs, Paul, Au matin, r7C_zsqJz9Y.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse interrompue, PH_-HKbmbH0.mid",train,"Wachs, Paul"
"Wachs, Paul, Cœur léger, d9MDy9DCiAY.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse parisienne, 2j8ax92E558.mid",train,"Wachs, Paul"
"Wachs, Paul, Rose d'automne, TMqR9GeQPzQ.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse idéale, 2j8ax92E558.mid",train,"Wachs, Paul"
"Wachs, Paul, Gentillesse, FUXSQGksSZ4.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse-étude, 2j8ax92E558.mid",train,"Wachs, Paul"
"Wachs, Paul, La toréador, -9Oh6wrnmbw.mid",train,"Wachs, Paul"
"Wachs, Paul, La Fornarina, -9Oh6wrnmbw.mid",train,"Wachs, Paul"
"Wachs, Paul, Boléro, -9Oh6wrnmbw.mid",train,"Wachs, Paul"
"Wachs, Paul, Ronde pastorale, mgDaghiJcDk.mid",train,"Wachs, Paul"
"Wachs, Paul, Le joyeux rémouleur, IUDbR-GZZtc.mid",train,"Wachs, Paul"
"Wachs, Paul, Capricante, k_qD8RjdQ4c.mid",train,"Wachs, Paul"
"Wachs, Paul, La Soixantaine, Y7PZQgLHMbM.mid",train,"Wachs, Paul"
"Wachs, Paul, Valse espagnol, KlFY_3jg7O4.mid",train,"Wachs, Paul"
"Wachs, Paul, Balancelle, xJ9be9Pkrjs.mid",train,"Wachs, Paul"
"Bach, Johann Sebastian, Minuet in B-flat-major, BWV Anh.118, uPOZKPBVhLM.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Prelude and Fugue in E minor, BWV 855, PgKQLV7hfv4.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Sinfonia in B minor, BWV 801, RhT0ng7wgjw.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Prelude and Fugue in G-sharp minor, BWV 863, 9tezjkEkzW4.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Invention in A minor, BWV 784, TxtD9nBmNHI.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Prelude and Fughetta in G major, BWV 902, aYPld96pzR4.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Duetto No.2 in F major, BWV 803, Dy_7dXtdPzc.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Sinfonia in C major, BWV 787, 0YsHo4-HLlM.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Allemande in G minor, BWV 836, mCCux8jvhkA.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Invention in A major, BWV 783, qmorlhskYNI.mid",test,"Bach, Johann Sebastian"
"Bach, Johann Sebastian, Prelude and Fugue in G minor, BWV 861, AZKif28jMUg.mid",test,"Bach, Johann Sebastian"
"Balakirev, Mily, Sonatina, SS113CjeqRw.mid",test,"Balakirev, Mily"
"Balakirev, Mily, Waltz No.3, SPXJcUeDzY0.mid",test,"Balakirev, Mily"
"Balakirev, Mily, Nocturne No.3, ne81cDh9qGE.mid",test,"Balakirev, Mily"
"Beethoven, Ludwig van, Bagatelle in B-flat major, WoO 60, v74xJQCOjEE.mid",test,"Beethoven, Ludwig van"
"Beethoven, Ludwig van, Rondo, WoO 48, 11hl66iuTZo.mid",test,"Beethoven, Ludwig van"
"Beethoven, Ludwig van, 7 Ländler, WoO 11, org84wPWoOE.mid",test,"Beethoven, Ludwig van"
"Carbajo, Víctor, Study No.3, a5WJ0neeNZM.mid",test,"Carbajo, Víctor"
"Carbajo, Víctor, Piazzollissima, DhX-lMsbQZc.mid",test,"Carbajo, Víctor"
"Carbajo, Víctor, Yearning Waltz, sQLvv1TU6_E.mid",test,"Carbajo, Víctor"
"Carbajo, Víctor, Igone, 8JyLPmPOrBw.mid",test,"Carbajo, Víctor"
"Carbajo, Víctor, 4 Young Improvisations, 1j3pyOBY1DI.mid",test,"Carbajo, Víctor"
"Chaminade, Cécile, Toccata, Op.39, G4hfYZySUyg.mid",test,"Chaminade, Cécile"
"Chaminade, Cécile, Gavotte No.3, Op.144, dQYOBA9BETA.mid",test,"Chaminade, Cécile"
"Chaminade, Cécile, Nocturne, Op.165, KR042eAvl0s.mid",test,"Chaminade, Cécile"
"Chaminade, Cécile, 2 Piano Pieces, Op.9, Zn1YF0dOa5Q.mid",test,"Chaminade, Cécile"
"Chopin, Frédéric, Nocturnes, Op.55, e3yrEEM5j_s.mid",test,"Chopin, Frédéric"
"Chopin, Frédéric, Prelude in C-sharp minor, Op.45, uCpi9COuaUA.mid",test,"Chopin, Frédéric"
"Chopin, Frédéric, Mazurka in F-sharp major, fxp3IQ6pxYs.mid",test,"Chopin, Frédéric"
"Chopin, Frédéric, Nocturnes, Op.37, Dhp_wYUDgc0.mid",test,"Chopin, Frédéric"
"Chopin, Frédéric, 3 Nouvelles études, B.130, cr4e-IfqfkM.mid",test,"Chopin, Frédéric"
"Chopin, Frédéric, Waltzes, Op.64, hOcryGEw1NY.mid",test,"Chopin, Frédéric"
"Czerny, Carl, Tableaux Mélodiques, Op.667, 5Ud0ybZiehc.mid",test,"Czerny, Carl"
"Czerny, Carl, Capriccio à la fuga, Op.89, EpgLt92qaic.mid",test,"Czerny, Carl"
"Czerny, Carl, 40 Leichte Tonstücke, Op.803, cpgGcvaA0Z4.mid",test,"Czerny, Carl"
"Fauré, Gabriel, Nocturne No.5, Op.37, An7DDSxCRKs.mid",test,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.13, Op.116, ynDXbMftmbY.mid",test,"Fauré, Gabriel"
"Fauré, Gabriel, Barcarolle No.5, Op.66, cP2128aYYbc.mid",test,"Fauré, Gabriel"
"Godard, Benjamin, Valse No.6, Op.93, fJFEqVaoPFI.mid",test,"Godard, Benjamin"
"Godard, Benjamin, Rêve vécu, Op.140, oFTLo82F64Y.mid",test,"Godard, Benjamin"
"Godard, Benjamin, Mazurka No.2, Op.54, yz7A3WUWBiU.mid",test,"Godard, Benjamin"
"Gottschalk, Louis Moreau, Forest Glade, Op.25, ebKidX7FgDA.mid",test,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Réponds-moi, Op.50, 3r-vOUnaeKU.mid",test,"Gottschalk, Louis Moreau"
"Gottschalk, Louis Moreau, Illusions Perdues, DrjFY0cim6o.mid",test,"Gottschalk, Louis Moreau"
"Handel, George Frideric, Suite in F minor, HWV 433, GkM30b6V1Rw.mid",test,"Handel, George Frideric"
"Handel, George Frideric, Gigue in C major, HWV 599, VkSHpiLIu9A.mid",test,"Handel, George Frideric"
"Handel, George Frideric, Suite in F-sharp minor, HWV 431, VlF3O38IIvY.mid",test,"Handel, George Frideric"
"Handel, George Frideric, Minuet in F major, HWV 520, b97QFpkELuQ.mid",test,"Handel, George Frideric"
"Handel, George Frideric, Allemande in A minor, HWV 478, Rfm4vZ1POMU.mid",test,"Handel, George Frideric"
"Handel, George Frideric, Minuet in C major, HWV 498, b97QFpkELuQ.mid",test,"Handel, George Frideric"
"Johnson, Charles Leslie, Swanee Rag, HbZoWwqo6jg.mid",test,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Snookums Rag, Nv2kw7wkSD4.mid",test,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Southern Beauties, JUVzbfkhhNs.mid",test,"Johnson, Charles Leslie"
"Johnson, Charles Leslie, Blue Goose Rag, HbXkJZH9cc4.mid",test,"Johnson, Charles Leslie"
"Joplin, Scott, Silver Swan Rag, rFd9nXMkBK8.mid",test,"Joplin, Scott"
"Joplin, Scott, Reflection Rag, dlZzuM0uCpc.mid",test,"Joplin, Scott"
"Joplin, Scott, Peacherine Rag, Z8c8eFXNolg.mid",test,"Joplin, Scott"
"Lack, Théodore, Pendant la valse, Op.73, aj5fg1K8J_U.mid",test,"Lack, Théodore"
"Lack, Théodore, Aubade vénitienne, Op.42, k3pjYEkT16o.mid",test,"Lack, Théodore"
"Lack, Théodore, Istorietta, Op.150, RUr0SGkOg9A.mid",test,"Lack, Théodore"
"Lack, Théodore, Sonatine No.1, Op.48, 6bfa2L8wVgA.mid",test,"Lack, Théodore"
"Liszt, Franz, Hungarian Rhapsody No.17, S.244_17, UmHTLJWKcVs.mid",test,"Liszt, Franz"
"Liszt, Franz, Feuilles d'album, S.165, z67xVgqA8jM.mid",test,"Liszt, Franz"
"Liszt, Franz, Vexilla regis prodeunt, S.185, n_ido2UzXFM.mid",test,"Liszt, Franz"
"Liszt, Franz, Valse-Impromptu, S.213, cKXFu8nv5XY.mid",test,"Liszt, Franz"
"Liszt, Franz, Elegy No.2, S.197, AA6llZlZkuw.mid",test,"Liszt, Franz"
"Liszt, Franz, A magyarok Istene, S.339, sBGdJ46uNcY.mid",test,"Liszt, Franz"
"Liszt, Franz, God Save the Queen, S.235, zxoS6zZZUkc.mid",test,"Liszt, Franz"
"Meyer-Helmund, Erik, 2 Lieder, Op.32, dqPJ2Omiihg.mid",test,"Meyer-Helmund, Erik"
"Meyer-Helmund, Erik, 3 Lieder, Op.20, Nu0isYm7ipo.mid",test,"Meyer-Helmund, Erik"
"Meyer-Helmund, Erik, 4 Morceaux, Op.88, ovzL3kp4gL8.mid",test,"Meyer-Helmund, Erik"
"Mozart, Wolfgang Amadeus, Minuet in G major, K.1_1e, 7UcokDiBdgE.mid",test,"Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amadeus, Allegro in F major, K.1c, xJGr5x4Zmjk.mid",test,"Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amadeus, Rondo in A minor, K.511, G7N6L9v007w.mid",test,"Mozart, Wolfgang Amadeus"
"Mozart, Wolfgang Amadeus, Rondo in F major, K.494, C01iQSZLOUw.mid",test,"Mozart, Wolfgang Amadeus"
"Nazareth, Ernesto, Elétrica, ZJcNl_ONPnI.mid",test,"Nazareth, Ernesto"
"Nazareth, Ernesto, Turuna, UipRPax7ycQ.mid",test,"Nazareth, Ernesto"
"Nazareth, Ernesto, Odeon, UWtmW7tejrI.mid",test,"Nazareth, Ernesto"
"Raff, Joachim, Grande sonate, Op.14, uJI2jHcHt-E.mid",test,"Raff, Joachim"
"Raff, Joachim, 3 Salonstücke, Op.56, e0bLWnO42fY.mid",test,"Raff, Joachim"
"Raff, Joachim, Villanella, Op.89, 8d4etvB4-OE.mid",test,"Raff, Joachim"
"Ravina, Jean Henri, Douce pensée, Op.41, Fy1W2cClx2c.mid",test,"Ravina, Jean Henri"
"Ravina, Jean Henri, 3 Romances sans paroles, Op.95, vIJQ6p82nOY.mid",test,"Ravina, Jean Henri"
"Ravina, Jean Henri, Le charme, Op.65, iYXgeHlEv_Y.mid",test,"Ravina, Jean Henri"
"Rebikov, Vladimir, Une fête, Op.38, ZpHP48MIRUg.mid",test,"Rebikov, Vladimir"
"Rebikov, Vladimir, Aus dem Tagebuche, Op.33, Ci--06lc1oA.mid",test,"Rebikov, Vladimir"
"Rebikov, Vladimir, Les immortelles, n-5IV0S7CdA.mid",test,"Rebikov, Vladimir"
"Rebikov, Vladimir, À la brume, Op.23, TXz5ukS8koM.mid",test,"Rebikov, Vladimir"
"Satie, Erik, Sonatine bureaucratique, kME63-dByPQ.mid",test,"Satie, Erik"
"Satie, Erik, 3 Véritables préludes flasques (pour un chien), VTzsmbDNDaQ.mid",test,"Satie, Erik"
"Satie, Erik, Avant-dernières pensées, gARMt4Q79HM.mid",test,"Satie, Erik"
"Satie, Erik, Embryons desséchés, nhePRuO9bZY.mid",test,"Satie, Erik"
"Satie, Erik, Le Fils des étoiles, P5aAgNt0JsU.mid",test,"Satie, Erik"
"Scarlatti, Domenico, Keyboard Sonata in F major, K.540, Lp1du9DWDrQ.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in E-flat major, K.475, wymycMCzZws.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in F minor, K.239, gQ9QO83rCCg.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in G major, K.79, CVnj7f2Ap0Y.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in C minor, K.139, PtrDFMc8Es4.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in G minor, K.450, 52yT2MskxlQ.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in D minor, K.396, A7-4zzYEsLo.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in D major, K.436, tkScHgy5ORA.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in C major, K.95, wGiY1clQjos.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in C major, K.200, xUzEvu1oqyQ.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in G minor, K.8, sw2sctUPl9s.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in G minor, K.476, wiGPufjmGyA.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in B-flat major, K.551, 96A2qaBLQUg.mid",test,"Scarlatti, Domenico"
"Scarlatti, Domenico, Keyboard Sonata in B-flat major, K.47, FJtKsjK50Fs.mid",test,"Scarlatti, Domenico"
"Schubert, Franz, 13 Variations on a Theme of Hüttenbrenner, D.576, IbH95JyuS_c.mid",test,"Schubert, Franz"
"Schubert, Franz, 6 German Dances, D.970, TcH6fI5HIzk.mid",test,"Schubert, Franz"
"Schubert, Franz, Fantasy in C minor, D.2e, lIZdxfY550E.mid",test,"Schubert, Franz"
"Schubert, Franz, 12 Ecossaises, D.781, 3lrlMyJ8mYU.mid",test,"Schubert, Franz"
"Scriabin, Aleksandr, 2 Preludes, Op.67, kovQpnMWi_E.mid",test,"Scriabin, Aleksandr"
"Scriabin, Aleksandr, 2 Impromptus, Op.14, NH6R1JR0QBk.mid",test,"Scriabin, Aleksandr"
"Scriabin, Aleksandr, 4 Pieces, Op.51, hcUyPiigcgM.mid",test,"Scriabin, Aleksandr"
"Scriabin, Aleksandr, 4 Pieces, Op.56, ma-r9V9kOJg.mid",test,"Scriabin, Aleksandr"
"Scriabin, Aleksandr, Nocturne, dKC4fUNfe8g.mid",test,"Scriabin, Aleksandr"
"Simpson, Daniel Léo, Invention No.7 in B major, VkqkxhS-b3c.mid",test,"Simpson, Daniel Léo"
"Simpson, Daniel Léo, Prelude and Fugue No.4 in E minor, Sp-V3D5bES4.mid",test,"Simpson, Daniel Léo"
"Simpson, Daniel Léo, Archipelago No.3 in E-flat major, d1VKxKNyn1U.mid",test,"Simpson, Daniel Léo"
"Simpson, Daniel Léo, Prelude and Fugue No.5 in F major, EvxFpBl9mD8.mid",test,"Simpson, Daniel Léo"
"Simpson, Daniel Léo, Etude No.1 in C major, 4O9v4yq5EaQ.mid",test,"Simpson, Daniel Léo"
"Simpson, Daniel Léo, Elvia, NBsPGLPCImQ.mid",test,"Simpson, Daniel Léo"
"Teilman, Christian, Paraphrase on 'Sætergjentenes Søndag' after O. Bull, xf-Qd8KnziA.mid",test,"Teilman, Christian"
"Teilman, Christian, Vikingens Festmarsch, oljtzj1YMHU.mid",test,"Teilman, Christian"
"Teilman, Christian, Speleman! Spel Opp!, UqsMiuU6oGw.mid",test,"Teilman, Christian"
"Tinel, Jef, Elfensprookje, S3KxhTiA4uk.mid",test,"Tinel, Jef"
"Tinel, Jef, Oogstlied, Dgv-xqfmv3o.mid",test,"Tinel, Jef"
"Tinel, Jef, 2 Walsen voor piano, 7vDQ79e-rOg.mid",test,"Tinel, Jef"
"Tinel, Jef, Daar waar mooie bloemkens bloeien, nA6UkwFPTbg.mid",test,"Tinel, Jef"
"Turina, Joaquín, Rincón mágicos, Op.97, 6XJhljhvba8.mid",test,"Turina, Joaquín"
"Turina, Joaquín, El barrio de Santa Cruz, Op.33, 4qcuUmm00Lo.mid",test,"Turina, Joaquín"
"Turina, Joaquín, Margot, Op.11, Y6OH047yTmA.mid",test,"Turina, Joaquín"
"Wachs, Paul, Un brin de causette, uHbxQP4cLAQ.mid",test,"Wachs, Paul"
"Wachs, Paul, Carillonnettes, VwzT2bswRKo.mid",test,"Wachs, Paul"
"Wachs, Paul, Brin de paille, O0DfJ3FHCEM.mid",test,"Wachs, Paul"
